"","ISO.3166.1.country.code","FIPS.5.2.subdivision.code","GNS.FD","GNS.UFI","ISO.639.1.language.code","language.script","name","latitude","longitude"
"88592","NL","3","PPLA2",-2145516,"nl","latin","Hattem","52.47238","6.069615"
"260631","US","47","PPL",NA,"en","english","Apalachia","35.1681334","-84.3226998"
"233688","US","40","PPL",NA,"en","english","Emet","34.2025945","-96.5422202"
"129147","US","1","PPL",NA,"en","english","Askea Grove","34.2853722","-86.4594317"
"135930","US","4","PPL",NA,"en","english","Vista del Cerro","33.5719863","-111.997925"
"117282","TR","58","PPLA3",-743138,"tur","latin","Çetinkaya","39.261782","37.626028"
"215166","US","31","PPL",NA,"en","english","Saint Bernard","41.7219534","-97.6289394"
"123138","ZM","3","PPL",-2300487,"en","latin","Ndembera","-12.466614","33.207137"
"224742","US","36","PPL",NA,"en","english","Sawyer","43.3395026","-78.1605755"
"288745","US","54","PPL",NA,"en","english","Ripley Landing","38.8909151","-81.8459675"
"95844","NG","36","PPL",-2024168,"en","latin","Orugbene I","5.22743","5.568167"
"24115","FR","A7","PPL",-1464567,"fr","latin","Saint-Denis","49.262433",".809417"
"229500","US","39","PPL",NA,"en","english","Burbank","40.988667","-81.9948684"
"281766","US","78","PPL",NA,"en","english","Bovoni","18.3146768","-64.8920869"
"269187","US","48","PPL",NA,"en","english","Wendell","0","0"
"71217","ID","7","PPLA4",11314066,"ind","latin","Karanggedang","-7.3015","108.7249"
"146461","US","10","PPL",NA,"en","english","Foxfield","39.6765004","-75.7774362"
"31473","GH","","PPL",-2068979,"en","latin","Akrokyere","6.931582","-1.334924"
"283204","US","53","PPL",NA,"en","english","Lee","46.3551378","-118.5560956"
"196653","US","27","PPL",NA,"en","english","Greenleafton","43.5802429","-92.2093321"
"124917","US","2","PPL",NA,"en","english","Kinegnak","58.8311111","-161.6622222"
"21176","FR","B3","ADM3",-1456765,"fr","latin","Pamiers","43.083333","1.5"
"124383","ZW","","PPL",-2314999,"en","latin","Makwino","-17.966667","30.433333"
"142310","US","8","PPL",NA,"en","english","Sunbeam","40.5508011","-108.1959221"
"10168","CA","10","PPL",-572322,"en","english","Penecost","49.783333","-67.166667"
"22693","FR","B6","PPL",-1413326,"fr","latin","Bois","49.731261","3.649873"
"146025","US","10","PPL",NA,"en","english","Webb Landing","38.7115012","-75.1801852"
"188879","US","24","PPL",NA,"en","english","Homestead Village","39.533163","-76.3316257"
"230896","US","39","PPL",NA,"en","english","Sulphur Lick","39.3628416","-83.1176849"
"108055","SE","18","ADM2",418902,"sv","latin","Gnesta","59.05","17.033333"
"76634","KE","28","ADM4",-2263718,"sw|en","latin","Tiwi","-4.232882","39.545687"
"5941","BR","6","ADM2",-669925,"pt","latin","São Benedito","-4.133333","-40.833333"
"39012","ID","30","ADM4",6379844,"ind","latin","Singaraja","-6.338611","108.363056"
"76744","KP","13","PPL",-177315,"kor","english","갑산","41.090278","128.293333"
"52792","ID","8","ADM4",11539808,"ind","latin","Gondosuli","-8.0967","111.8625"
"129434","US","1","PPL",NA,"en","english","Fairview","34.3384245","-85.9263611"
"214392","US","38","PPL",NA,"en","english","Pierce","46.3522312","-103.0712797"
"54937","ID","2","PPLA4",10635283,"ind","latin","Banjar Tengah","-8.5052","115.2197"
"210486","US","37","PPL",NA,"en","english","Clear Run","34.7560041","-78.2872199"
"221950","US","36","PPL",NA,"en","english","Chaseville","42.5406326","-74.8562666"
"290593","US","54","PPL",NA,"en","english","Snow Hill","38.1353914","-80.7814825"
"36476","GT","19","ADM2",-1142136,"es","latin","Santa María Visitación","14.716667","-91.316667"
"45422","ID","8","ADM4",10280819,"ind","latin","Pangkur","-7.4858","111.5348"
"153856","US","13","PPL",NA,"en","english","Burnside View","31.9271596","-81.0817755"
"19454","FR","A1","PPL",-1468150,"fr","latin","Saint-Prix","47.115358","4.496074"
"110314","TH","43","PPL",-3234323,"th","latin","Ban Don Phaeng","14.2","101.266667"
"196388","US","27","PPL",NA,"en","english","Chandler","43.9291325","-95.9472411"
"7746","CM","12","PPL",-3158540,"en","english","Rhalissena","12.25","14.633333"
"12139","DK","19","ADM2",11925402,"da","latin","Mariagerfjord","56.691174","9.960553"
"163130","US","16","PPL",NA,"en","english","Kimball","43.2735269","-112.2194185"
"63243","ID","7","PPLA4",11307417,"ind","latin","Bogorejo","-6.9382","111.3276"
"32467","GH","","PPL",-2077780,"en","latin","Oponsokese Nsima","5.764139","-1.793195"
"196882","US","27","PPL",NA,"en","english","Mahtomedi","45.0696886","-92.9516037"
"182467","US","25","PPL",NA,"en","english","Billerica","42.5584264","-71.268947"
"24117","FR","99","PPL",-1464563,"fr","latin","Saint-Denis","48.869742","-.517326"
"291677","US","56","PPL",NA,"en","english","Meadowdale","42.552468","-104.6955171"
"67341","ID","7","ADM4",6393531,"ind","latin","Sukomarto","-7.239444","110.083333"
"209285","US","37","PPL",NA,"en","english","Greenbrier","36.0709695","-79.4572436"
"236788","US","42","PPL",NA,"en","english","Arnold City","40.1164618","-79.825045"
"243970","US","42","PPL",NA,"en","english","Dutton Mill","39.9812201","-75.5124262"
"266779","US","48","PPL",NA,"en","english","Villa","31.6151585","-98.7358804"
"14696","EE","21","PPLA",-2626645,"et","latin","Võru","57.833889","27.019444"
"277703","US","51","PPL",NA,"en","english","Mobjack","37.375138","-76.3474438"
"123943","ZM","3","PPL",-2280371,"en","latin","Mbuti","-14.4","31.783333"
"193742","US","26","PPL",NA,"en","english","Dice Corners","43.6125279","-84.369441"
"180180","US","22","PPL",NA,"en","english","Cheniere au Tigre","29.5682736","-92.2031856"
"49421","ID","38","PPLA3",-2690551,"ind","latin","Pompanua","-4.2254","120.1484"
"258535","US","47","PPL",NA,"en","english","Hickory Hills","35.9070099","-85.4488636"
"48265","ID","7","PPLA4",-2703387,"ind","latin","Wulung","-7.1932","111.3973"
"157096","US","13","PPL",NA,"en","english","Fairmount","34.4362013","-84.6999346"
"55316","ID","7","ADM4",10150268,"ind","latin","Gidangngelo","-6.7718","110.7185"
"116759","TR","52","PPLA",-766636,"tr","latin","Ordu","40.984722","37.878889"
"228960","US","39","PPL",NA,"en","english","West Covington","40.1128284","-84.3596702"
"206054","US","30","PPL",NA,"en","english","Amherst","47.1496963","-109.6249101"
"192573","US","23","PPL",NA,"en","english","Deadwater","45.1372769","-69.8014457"
"81632","LR","19","PPL",-2131994,"en","latin","Gee","6.169167","-8.474722"
"23777","FR","B9","PPL",-1466200,"fr","latin","Saint-Jean","45.011707","5.758481"
"230029","US","39","PPL",NA,"en","english","New Miami","39.4347787","-84.5368907"
"1500","AR","21","PPLA2",-1012113,"es","latin","San Cristóbal","-30.310529","-61.237239"
"189311","US","24","PPL",NA,"en","english","Pimlico","39.3503843","-76.6691368"
"205149","US","28","PPL",NA,"en","english","Morriston","31.4157272","-89.19617"
"140771","US","6","PPL",NA,"en","english","Norwalk","33.9022367","-118.081733"
"155247","US","13","PPL",NA,"en","english","Luke","31.3379538","-85.0002053"
"130900","US","1","PPL",NA,"en","english","Eureka","33.5631601","-86.1655296"
"65910","ID","30","ADM4",6411143,"ind","latin","Padanaan","-6.783056","108.037222"
"176692","US","21","PPL",NA,"en","english","Ruth","37.0750791","-84.5241067"
"209396","US","37","PPL",NA,"en","english","Parrots","35.3112738","-77.6908074"
"57532","ID","7","ADM4",10197291,"ind","latin","Tembokluwung","-6.9522","109.1418"
"36525","GT","14","ADM2",-1140854,"es","latin","San Andrés Sajcabajá","15.216667","-90.916667"
"68748","ID","18","ADM4",10914558,"ind","latin","Ngedukelu","-8.7867","120.9777"
"94313","NG","","PPL",-2024690,"en","latin","Ategu","7.116667","3.616667"
"279421","US","51","PPL",NA,"en","english","Penn Forest","37.3456985","-79.2553033"
"41648","ID","30","ADM3",6427132,"ind","latin","Citamiang","-6.938611","106.931389"
"8525","CM","9","PPL",-3145420,"en","english","Arsibon’s Town","4.8112","8.6223"
"56280","ID","4","ADM4",10175926,"ind","latin","Menteng Dalam","-6.2333","106.8404"
"144319","US","9","PPL",NA,"en","english","New Canaan","41.146763","-73.4948446"
"234156","US","40","PPL",NA,"en","english","Squaretop","35.0753393","-98.30172"
"186359","US","24","PPL",NA,"en","english","Springdale","39.4806618","-76.606636"
"236226","US","41","PPL",NA,"en","english","La Pine","43.6703995","-121.503636"
"166527","US","17","PPL",NA,"en","english","Lodemia","40.8072561","-88.565892"
"186906","US","24","PPL",NA,"en","english","Laurel Grove","38.4117915","-76.6777401"
"264274","US","48","PPL",NA,"en","english","Creechville","32.342644","-96.5291541"
"135085","US","4","PPL",NA,"en","english","Morristown","33.8566993","-112.6232297"
"38989","ID","30","ADM4",6372671,"ind","latin","Kadipaten","-6.758889","108.163056"
"246633","US","42","PPL",NA,"en","english","Saxony Manor","40.2227","-75.1013"
"168049","US","17","PPL",NA,"en","english","Heathercrest","42.1183333","-87.8519444"
"122645","ZM","2","PPL",-2301178,"en","latin","Nkomeshyo","-14.75","27.966667"
"260067","US","47","PPL",NA,"en","english","Laurel","36.0853569","-84.1835318"
"27501","DE","5","ADM3",115089,"de","latin","Wiesbaden","50.0825","8.256389"
"255432","US","47","PPL",NA,"en","english","Trigg","35.3117439","-86.8519464"
"6226","BG","58","ADM2",-838432,"bg","latin","Slivnitsa","42.85","22.983333"
"52264","ID","8","ADM4",11519413,"ind","latin","Jambu","-8.0419","111.63"
"179318","US","22","PPL",NA,"en","english","Richardson Landing","30.7610211","-89.8314626"
"74264","JP","15","ADM1",-230764,"jpn","latin","Ishikawa","36.771453","136.770501"
"74788","JP","1","ADM2",-247060,"jpn","latin","Tsushima","35.171279","136.752802"
"242048","US","42","PPL",NA,"en","english","Freemansburg","40.6264875","-75.345735"
"71891","ID","18","PPLA4",-2683934,"ind","latin","Labala","-8.5147","123.4912"
"142534","US","8","PPL",NA,"en","english","Boulder Junction","40.0166521","-105.2088767"
"40534","ID","30","ADM4",6424425,"ind","latin","Karangsambung","-6.259722","107.225"
"198240","US","27","PPL",NA,"en","english","Shaw","47.1132688","-92.3529655"
"224092","US","36","PPL",NA,"en","english","North Western","43.3422916","-75.3635054"
"71578","ID","8","PPLA4",11615079,"ind","latin","Durbugan","-6.904","113.7056"
"22808","FR","B6","PPL",-1471199,"fr","latin","Sommette","49.74044","3.118824"
"237154","US","42","PPL",NA,"en","english","Brickerville","40.2259263","-76.3024557"
"291009","US","54","PPL",NA,"en","english","Little Sandy","39.6303598","-79.6444935"
"40325","ID","7","ADM4",6396714,"ind","latin","Ngemplak","-7.639167","109.978611"
"235013","US","40","PPL",NA,"en","english","Sunkist","34.1420421","-95.8860898"
"232428","US","39","PPL",NA,"en","english","Barrsville","39.1236704","-84.5518882"
"153069","US","64","PPL",NA,"en","english","Oror En Nepi","7.3844444","151.8916667"
"105012","SD","41","PPL",-7874,"en","latin","Gammalab","14.5995","32.1973"
"237149","US","42","PPL",NA,"en","english","Brentwood","40.3706251","-79.974774"
"92172","NG","","PPL",-2006977,"en","latin","Fotoriji","7.283333","4.716667"
"177535","US","21","PPL",NA,"en","english","Oneida","37.2695348","-83.6490818"
"211149","US","37","PPL",NA,"en","english","Alamance","36.0351361","-79.4858549"
"257116","US","47","PPL",NA,"en","english","Pine Hill","36.5683923","-85.6463624"
"189475","US","24","PPL",NA,"en","english","Glenmar","39.2239956","-76.802473"
"113254","TH","43","PPL",-3233039,"th","latin","Ban Bang Prang","14.066667","101.15"
"63276","ID","7","ADM4",11301051,"ind","latin","Growong Lor","-6.697","111.1513"
"157689","US","13","PPL",NA,"en","english","Loretta Heights","31.4904539","-84.1193509"
"206152","US","30","PPL",NA,"en","english","Crane","47.5758493","-104.2624401"
"283226","US","53","PPL",NA,"en","english","Magnolia Heights","47.2650976","-122.5954059"
"249649","US","44","PPL",NA,"en","english","Cold Spring Beach","41.5667681","-71.4433903"
"232614","US","39","PPL",NA,"en","english","Hamley Run","39.3975713","-82.1693134"
"196922","US","27","PPL",NA,"en","english","Meire Grove","45.6296872","-94.8691827"
"113291","TH","13","PPL",-3239998,"th","latin","Ban Noen Sai","16.483333","100.483333"
"86739","MN","9","ADM2",10446159,"mon","english","Шилүүстэй","46.969358","97.155423"
"108130","CH","23","ADM2",11936452,"fra","latin","Nyon","46.44099","6.195443"
"181691","US","25","PPL",NA,"en","english","Adams","42.6242495","-73.117603"
"245494","US","42","PPL",NA,"en","english","Wrightstown","40.2667745","-74.9832235"
"139905","US","6","PPL",NA,"en","english","Los Altos","37.3852183","-122.1141298"
"127888","US","1","PPL",NA,"en","english","Glen Acres","30.7118561","-88.2472273"
"236286","US","41","PPL",NA,"en","english","Promise","45.8415331","-117.5440715"
"147407","US","12","PPL",NA,"en","english","Marco","25.9725975","-81.7289763"
"214661","US","31","PPL",NA,"en","english","Bellwood","41.3427903","-97.2383727"
"118183","GB","W8","PPL",-2595473,"en","latin","Isginn","58.016667","-6.533333"
"258823","US","47","PPL",NA,"en","english","Lankford Farms","36.2350537","-86.5736063"
"261432","US","48","PPL",NA,"en","english","Balcones Heights","29.4880086","-98.5516856"
"132959","US","5","PPL",NA,"en","english","Mount Vernon","35.5514712","-93.4301828"
"120813","GB","Y8","PPL",-2591240,"en","latin","Builth","52.166667","-3.416667"
"167604","US","17","PPL",NA,"en","english","Binnie Hills","42.1211361","-88.3636941"
"5690","BW","1","ADM1",-1397293,"en","latin","Ngwato","-22","26"
"128930","US","1","PPL",NA,"en","english","Chestnut Glen","33.2848357","-86.9197131"
"233631","US","40","PPL",NA,"en","english","Coyle","35.9567175","-97.2344804"
"94993","NG","57","PPL",-2018414,"en","latin","Maiinchi (2)","12.34755","6.240989"
"88999","NI","6","PPLA",-1111886,"es","latin","Granada","11.929884","-85.956018"
"170418","US","18","PPL",NA,"en","english","Saint Marys","38.3558996","-85.8646888"
"186607","US","24","PPL",NA,"en","english","Henrys Bridge","39.5312171","-76.5683013"
"112301","TH","39","ADM2",-3256275,"tha","latin","Thanyaburi","14.028522","100.762908"
"172001","US","20","PPL",NA,"en","english","Shallow Water","38.3736317","-100.9129314"
"4702","BS","6","PPL",-1543148,"en","latin","Devil Point","24.116667","-75.466667"
"87990","NL","3","PPLA2",-2155965,"nl","latin","Winterswijk","51.971776","6.719631"
"46620","ID","7","ADM4",10283188,"ind","latin","Sampangan","-7.0111","110.3919"
"39301","ID","7","ADM4",6357261,"ind","latin","Metawana","-7.316389","109.8"
"210151","US","37","PPL",NA,"en","english","Montclaire","35.1548663","-80.8695168"
"266072","US","48","PPL",NA,"en","english","Jinks Branch","30.6346359","-97.8914038"
"85920","FM","4","PPL",-3740524,"en","latin","Nifu","9.473333","138.070833"
"230595","US","39","PPL",NA,"en","english","Dodds","39.4939488","-84.1532689"
"140677","US","6","PPL",NA,"en","english","Maltha","35.4213463","-118.9973222"
"124139","ZM","3","PPL",-2280749,"en","latin","Chinkoko","-14.427593","31.873584"
"180720","US","22","PPL",NA,"en","english","Harwich","30.3899143","-91.1848292"
"85943","FM","4","PPL",-3740246,"en","latin","Mabuu","9.522222","138.116667"
"51804","ID","8","ADM4",11382659,"ind","latin","Tegalrejo","-8.3318","112.9502"
"75966","JP","4","ADM2",-232251,"jpn","latin","Kamogawa","35.12982","140.077685"
"191978","US","23","PPL",NA,"en","english","Paris","44.2597917","-70.5006152"
"222883","US","36","PPL",NA,"en","english","Greenlawn","40.8689871","-73.3651185"
"140739","US","6","PPL",NA,"en","english","Mundo","33.2736468","-115.569155"
"184960","US","24","PPL",NA,"en","english","Fourpoints","39.6717649","-77.2991519"
"77556","KR","11","ADM2",-718111,"kor","latin","Dongdaemun","37.58189","127.054082"
"75817","JP","20","PPLA",-233849,"jpn","english","こうちし","33.559722","133.531111"
"262220","US","48","PPL",NA,"en","english","Prosper","33.2362278","-96.80111"
"52702","ID","8","PPLA4",11539542,"ind","latin","Pandean","-8.1196","111.8076"
"243329","US","42","PPL",NA,"en","english","Kearney","40.0717777","-74.9696131"
"268721","US","48","PPL",NA,"en","english","Los Trevinos Colonia Number 3","26.2192397","-98.3902951"
"232349","US","39","PPL",NA,"en","english","Mabee Corner","38.9028525","-82.7210006"
"86741","MN","9","ADM2",10446172,"mon","english","Баянтэс","49.773026","96.307198"
"284649","US","53","PPL",NA,"en","english","Mayfield","46.5087186","-122.569279"
"600","AF","17","PPL",-3396049,"ps","arabic","کلنگار","34.104816","69.055839"
"95628","NG","55","PPL",-2014161,"en","latin","Kafiwal","10.991093","11.437959"
"277965","US","51","PPL",NA,"en","english","McCorkle","36.6762131","-82.3859787"
"67801","ID","7","ADM4",10152537,"ind","latin","Kadipaten","-6.9222","109.603"
"120024","GB","R7","PPL",-2588590,"en","latin","Ardtrea","54.633333","-6.683333"
"249748","US","44","PPL",NA,"en","english","Woodlawn","41.8667666","-71.399223"
"277757","US","51","PPL",NA,"en","english","Paynesville","37.3317784","-81.8906751"
"71291","ID","8","ADM4",11327985,"ind","latin","Sumberkerto","-8.2818","112.5392"
"275361","US","51","PPL",NA,"en","english","Cadet","36.8603737","-82.7946056"
"249692","US","44","PPL",NA,"en","english","Natick","41.7201005","-71.4917264"
"152034","US","12","PPL",NA,"en","english","Parrish Home","27.99","-82.4383"
"260528","US","47","PPL",NA,"en","english","Scoot Mill","36.1506521","-83.1321061"
"110119","TZ","6","ADM1",-2565046,"eng","latin","Kilimanjaro","-3.75","37.75"
"161329","US","19","PPL",NA,"en","english","Newell","42.6055342","-95.002767"
"87769","NR","11","ADM1",-1187299,"en|na","latin","Meneng","-.545833","166.9375"
"71463","ID","8","ADM4",11593763,"ind","latin","Marengan Laok","-7.0412","113.8916"
"149161","US","12","PPL",NA,"en","english","Eldridge","29.2113681","-81.4572914"
"62043","ID","30","ADM4",11292025,"ind","latin","Binangun","-7.3943","108.5227"
"158301","US","13","PPL",NA,"en","english","Colonial Heights","32.8806842","-85.03077"
"72511","ID","42","PPLA2",-2699741,"ind","latin","Tarakan","3.313319","117.59152"
"230134","US","39","PPL",NA,"en","english","McCutchenville","40.9906113","-83.2593654"
"135216","US","4","PPL",NA,"en","english","Valley Farms","32.9883955","-111.447344"
"120932","UY","11","PPL",-908316,"es","latin","Rincón de la Laguna","-32","-55.483333"
"48236","ID","8","ADM4",10514382,"ind","latin","Plaosan","-8.0505","112.4937"
"94238","NG","","PPL",-2000941,"en","latin","Aubriaria","6.283333","5.633333"
"256975","US","47","PPL",NA,"en","english","Newcomb","36.5536919","-84.1660413"
"212350","US","37","PPL",NA,"en","english","Mount Tabor","36.1190265","-80.3194962"
"221368","US","36","PPL",NA,"en","english","Alma","42.0125667","-78.0577834"
"160582","US","19","PPL",NA,"en","english","Carbon","41.0499872","-94.8233111"
"34072","GH","","PPL",-2074808,"en","latin","Kpalisako Tanga","10.841277","-.439232"
"118842","GB","Y9","PPL",-2610161,"en","latin","Treorky","51.660833","-3.505556"
"7161","KH","30","PPLA",-1024748,"khm","latin","Pailĭn","12.848946","102.609283"
"114388","TH","47","PPLA2",10847624,"tha","latin","Nikhom Phattana","12.827355","101.20273"
"264418","US","48","PPL",NA,"en","english","Frankel City","32.3842754","-102.7821191"
"285591","US","55","PPL",NA,"en","english","East Bristol","43.2683247","-89.1526124"
"171942","US","20","PPL",NA,"en","english","Atwood","39.806668","-101.0421012"
"167504","US","17","PPL",NA,"en","english","Schnells Corner","42.0283615","-87.9872917"
"140096","US","6","PPL",NA,"en","english","Veteran Heights","38.5740736","-122.4360904"
"112575","TH","2","ADM2",-3250845,"tha","english","แม่แจ่ม","18.666943","98.3245"
"279265","US","51","PPL",NA,"en","english","The Forest","37.6459799","-77.809995"
"138349","US","6","PPL",NA,"en","english","Fisher","41.0362613","-122.3933459"
"280805","US","51","PPL",NA,"en","english","Piney Knolls","37.4793144","-77.4927632"
"77852","KG","7","PPLA2",-2331566,"rus","cyrillic","Чолпон-Ата","42.649443","77.082252"
"158020","US","13","PPL",NA,"en","english","Log Cabin Heights","32.8376394","-83.6846259"
"46115","ID","8","ADM4",10293387,"ind","latin","Bulurejo","-7.6245","112.2627"
"153063","US","64","PPL",NA,"en","english","Nemwan","7.4486111","151.8894444"
"4193","AT","2","PPL",-1990365,"de","latin","Sankt Peter","46.7","14.266667"
"166912","US","17","PPL",NA,"en","english","Wolf Lake","40.0867137","-90.1453965"
"136068","US","4","PPL",NA,"en","english","Aztec Lodge","33.8450469","-110.9690078"
"65924","ID","30","ADM4",6421472,"ind","latin","Sukaharja","-6.601389","107.053056"
"211368","US","37","PPL",NA,"en","english","Brice","35.1915103","-81.8495479"
"22552","FR","B1","PPL",-1435117,"fr","latin","La Chapelle","46.026301","1.925144"
"277454","US","51","PPL",NA,"en","english","Waynewood","38.7262261","-77.0488658"
"213300","US","37","PPL",NA,"en","english","Ether","35.4398606","-79.7839262"
"112236","TH","65","PPL",-3241926,"th","latin","Ban Pak Man","7.583333","99.566667"
"123877","ZM","2","PPL",-2298529,"en","latin","Mw’Mulando","-14.05","28.366667"
"68501","ID","31","ADM3",10509449,"ind","latin","Modoinding",".8023","124.4573"
"146725","US","12","PPL",NA,"en","english","Bay Harbor","30.1471462","-85.6146488"
"279355","US","51","PPL",NA,"en","english","Patrick Henry Place","37.2459621","-80.4161616"
"115842","TR","4","PPLA3",-745098,"tur","latin","Dedeli","39.182683","43.068729"
"167370","US","17","PPL",NA,"en","english","Grumle Corner","40.2486474","-87.6700218"
"95481","NG","23","PPL",-2029879,"en","latin","Kartau","11.146717","8.207596"
"2890","AU","8","PPL",-1557088,"en","latin","Balgo","-20.14129","127.987302"
"117890","UG","84","ADM4",11872952,"en|sw","latin","Pudo","3.405823","32.984973"
"22670","FR","A8","PPL",-1473849,"fr","latin","Trocy","49.042132","2.961972"
"126170","US","1","PPL",NA,"en","english","Forkland","32.6481893","-87.8833475"
"217469","US","34","PPL",NA,"en","english","Kirkwood","39.8312252","-74.9912783"
"194208","US","26","PPL",NA,"en","english","Langston","43.3139199","-85.2439142"
"274369","US","51","PPL",NA,"en","english","Lime Hill","36.648993","-82.2473591"
"174571","US","21","PPL",NA,"en","english","Pathfork","36.7559193","-83.4646343"
"21604","FR","B5","ADM3",-1419044,"fr","latin","Châteaubriant","47.583333","-1.666667"
"182904","US","25","PPL",NA,"en","english","Phillips Point","42.4639854","-70.8953258"
"93105","NG","39","PPL",-2029607,"en","latin","Kyambo","12.516718","8.782829"
"42581","ID","30","ADM4",6377908,"ind","latin","Nunuk","-6.4825","108.217778"
"30053","GH","","PPL",-2073120,"en","latin","Fiefiemu","6.383333",".05"
"175015","US","21","PPL",NA,"en","english","West Viola","36.8553343","-88.6628276"
"41662","ID","2","ADM4",10634366,"ind","latin","Bantas","-8.5036","115.0666"
"51305","ID","8","ADM4",11531825,"ind","latin","Tanggulkundung","-8.1927","111.7742"
"23917","FR","A7","PPL",-1427315,"fr","latin","Fontaine","49.147693",".714937"
"14532","SV","7","PPLA",-1146669,"es","latin","La Unión","13.336944","-87.843889"
"234230","US","40","PPL",NA,"en","english","Vanoss","34.7639735","-96.871961"
"49012","ID","8","PPLA3",-2681160,"ind","latin","Kanigoro","-8.130027","112.218962"
"256762","US","47","PPL",NA,"en","english","Mansfield","36.177281","-88.286155"
"12898","EC","18","PPL",-928275,"es","latin","La Merced","-.366667","-78.45"
"31345","GH","","PPL",-2077541,"en","latin","Odumasi","6.900814","-1.511638"
"287282","US","55","PPL",NA,"en","english","Cavour","45.6521843","-88.6295595"
"17543","FR","","PPL",-1460337,"fr","latin","Puiselet","48.405762","2.262628"
"130606","US","1","PPL",NA,"en","english","Oxford","33.6142714","-85.8349648"
"219315","US","35","PPL",NA,"en","english","Elephant Butte","33.1486833","-107.1847503"
"221845","US","36","PPL",NA,"en","english","Canarsie","40.643715","-73.9006921"
"247759","US","72","PPL",NA,"es","latin","Mayagüez","18.201066","-67.139624"
"226410","US","36","PPL",NA,"en","english","Lagrange","41.4487049","-74.2854289"
"98873","PT","3","ADM2",11980808,"pt","latin","Castro Verde","37.711187","-8.032092"
"16390","FR","B9","PPL",-1471362,"fr","latin","Soucieu","45.680168","4.703336"
"17697","FR","A4","PPL",-1462243,"fr","latin","Roches","48.6052","5.042329"
"68022","ID","7","ADM4",10151514,"ind","latin","Sidokumpul","-6.9933","110.5747"
"71907","ID","18","PPLA3",11602110,"ind","latin","Uitao","-10.1907","123.4073"
"250827","US","45","PPL",NA,"en","english","Ebenezer","34.1759887","-79.851453"
"88834","NZ","","PPL",-1511780,"en","latin","Kekerangu","-42","174.016667"
"213735","US","38","PPL",NA,"en","english","Alice","46.7619199","-97.5559299"
"143381","US","8","PPL",NA,"en","english","Ninaview","37.6439004","-103.2407667"
"201665","US","29","PPL",NA,"en","english","Pennville","40.3627975","-92.9468714"
"110549","TH","13","PPLA",-3252901,"tha","english","พิจิตร","16.441842","100.348793"
"24280","FR","A7","PPL",-1431703,"fr","latin","Hautot","49.645994",".689029"
"175091","US","21","PPL",NA,"en","english","Steff","37.429773","-86.6055406"
"246032","US","42","PPL",NA,"en","english","Dagus Mines","41.3539499","-78.6055793"
"266942","US","48","PPL",NA,"en","english","New Hope","31.4112868","-96.2813586"
"137316","US","6","PPL",NA,"en","english","Fane","36.3699499","-119.134552"
"159468","US","13","PPL",NA,"en","english","Boulder Creek","34.0117667","-84.3982609"
"157978","US","13","PPL",NA,"en","english","Brookwood","32.8243064","-83.6832373"
"21172","FR","A1","ADM2",-1455060,"fr","latin","Nièvre","47.083333","3.5"
"262678","US","48","PPL",NA,"en","english","Byers","34.0681503","-98.1905989"
"37210","HT","3","ADM1",-69197,"fr","latin","Nord-Ouest","19.833333","-73"
"201943","US","29","PPL",NA,"en","english","Browns Ford","38.7050413","-91.9590708"
"190278","US","24","PPL",NA,"en","english","Lamberts Acres","39.5473228","-77.2747054"
"170526","US","18","PPL",NA,"en","english","Skelton","38.341435","-87.7816954"
"224156","US","36","PPL",NA,"en","english","Olivebridge","41.9278705","-74.2154239"
"144635","US","9","PPL",NA,"en","english","Boston","41.2781512","-73.4073429"
"128861","US","1","PPL",NA,"en","english","Tuscaloosa","33.2098407","-87.5691735"
"190876","US","24","PPL",NA,"en","english","Travilah Meadows","39.0667752","-77.2705379"
"224730","US","36","PPL",NA,"en","english","Saranac Lake","44.329496","-74.1312662"
"218657","US","34","PPL",NA,"en","english","Friars Landing","39.82928","-75.2274045"
"202000","US","29","PPL",NA,"en","english","Dixie","38.7189298","-92.0093504"
"38092","ID","7","ADM4",6349597,"ind","latin","Sumpiuh","-7.620278","109.373889"
"34848","GH","","PPL",-2070704,"en","latin","Tongo Bari","10.736802","-.804907"
"125568","US","1","PPL",NA,"en","english","Arkadelphia","33.9051027","-86.9625006"
"191150","US","24","PPL",NA,"en","english","Bonifant Village","39.096","-77.0138"
"240634","US","42","PPL",NA,"en","english","Riddlesburg","40.1620247","-78.2544566"
"208849","US","37","PPL",NA,"en","english","Sanderling","36.2159961","-75.7674101"
"82448","LY","81","ADM1",10878020,"ara","latin","Al Jafārah","32.65","13"
"9542","CM","10","PPL",-3158787,"en","english","Serki Baka","6.416667","11.383333"
"234772","US","40","PPL",NA,"en","english","McMillan","34.0898194","-96.9372304"
"128258","US","1","PPL",NA,"en","english","Dixon Manor","33.1637307","-87.5425059"
"14607","SV","8","ADM3",-1146014,"es","latin","Jocoro","13.616667","-88.016667"
"115971","TR","25","PPLA2",-756728,"tr","latin","Karaçoban","39.349191","42.112386"
"262957","US","48","PPL",NA,"en","english","Gruver","36.2650314","-101.4062723"
"18866","FR","B3","PPL",-1462078,"fr","latin","Rivière","44.188945","3.131718"
"87275","ME","13","ADM1",10540270,"srp","cyrillic","Плав","42.586111","19.928333"
"111438","TH","52","ADM2",-3252443,"tha","latin","Pak Tho","13.387611","99.677"
"265654","US","48","PPL",NA,"en","english","Collier","31.1676408","-103.58351"
