"","ISO.3166.1.country.code","FIPS.5.2.subdivision.code","GNS.FD","GNS.UFI","ISO.639.1.language.code","language.script","name","latitude","longitude"
"245116","US","42","PPL",NA,"en","english","Seven Stars","40.658398","-78.0816738"
"113494","TH","50","PPLA2",-3233938,"tha","english","ด่านมะขามเตี้ย","13.853389","99.410417"
"275392","US","51","PPL",NA,"en","english","Casanova","38.6576201","-77.7169363"
"69323","ID","18","PPLA4",10916499,"ind","latin","Weleng","-8.404997","120.523314"
"30985","GH","","PPL",-2070950,"en","latin","Betsenase","6.154645","-2.042806"
"189148","US","24","PPL",NA,"en","english","The Timbers","39.4317751","-76.2738455"
"142620","US","8","PPL",NA,"en","english","Pulliam","40.3205388","-104.9438647"
"118909","GB","V3","PPL",-2597245,"en","latin","Gobernuisgach","58.25","-3.733333"
"236237","US","41","PPL",NA,"en","english","Mapleton","44.0312318","-123.8581645"
"99663","RU","61","PPLA2",-3021421,"rus","cyrillic","Целина","46.53381","41.032841"
"154662","US","13","PPL",NA,"en","english","Charles","32.2218517","-82.4287398"
"157340","US","13","PPL",NA,"en","english","Greene","33.9540032","-83.5304412"
"163196","US","16","PPL",NA,"en","english","Midasville","45.5601859","-115.4701257"
"5095","BY","6","PPLA",370502,"be","latin","Mahilyow, Horad","53.913889","30.336389"
"131507","US","5","PPL",NA,"en","english","Avilla","34.6825921","-92.5851613"
"274447","US","51","PPL",NA,"en","english","Naulakla","38.0829109","-77.18081"
"261920","US","48","PPL",NA,"en","english","Lake Brownwood","31.8357048","-99.007831"
"6840","KH","13","ADM2",11619227,"khm","latin","Kulén","13.785973","104.610522"
"107502","SD","","PPL",-6788,"en","latin","Habiba","15.2596","32.715"
"147303","US","12","PPL",NA,"en","english","La Crosse","29.8432977","-82.404833"
"81564","LR","20","PPL",-2136309,"en","latin","Zialakpala","7.711111","-9.501944"
